Name,Smiles,Property
hERG050,COc1c(OCC2CCN(C(CN(C)C)=O)CC2)cc(c3c1)ncnc3Nc4c(F)cc(Br)cc4,1
hERG051,CC(C(C(N1C(c2ccccc2)C=C(c3c(F)ccc(F)c3)C1)=O)N)(C)C,1
hERG052,FC1C(c2c(c3[nH]c2c4cscc4)ccc(F)c3)CNCC1,1
hERG053,CC(NC(C)(C)C)CC(c1ccccc1)c2ccccc2,1
hERG054,COc1c(OC)cc(c2c1)c(N)nc(N3CCN(C(c4ccco4)=O)CC3)n2,1
hERG055,CCC(c1ccccc1)=C(c2ccc(OCCN(C)C)cc2)c3ccccc3,1
hERG056,Fc1ccc(C(c2ccc(F)cc2)N3CCNCC3)cc1,1
hERG057,FC1C(c2c(c3[nH]c2c4ccc(F)cc4)ccc(F)c3)CNCC1,1
hERG058,CN(CC1CCN(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CC1)C,1
hERG059,Cc1nc(CCN2CCC(C(c3ccc(NS(C)(=O)=O)cc3)=O)CC2)ccc1,1
hERG060,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCc4cc(C(F)(F)F)cc(N)c4)CC3)C2)CC,1
hERG061,OC1(C2CCC(F)CC2)C(N3CCC4(C(=O)NCC4c5ccccc5)CC3)CCCC1,1
hERG062,CCC(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)=O,1
hERG063,CC(N1CCN(c2ccc(OCC3OC(c4c(Cl)cc(Cl)cc4)(Cn5cncc5)OC3)cc2)CC1)=O,1
hERG064,CCC(c1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2)=O,1
hERG065,COc1c(OC)cc(c2c1)C(=O)C(CC3CCN(Cc4ccccc4)CC3)C2,1
hERG066,Fc1ccc(CCN2CC(=O)N(C3Cc(c4CC3)ccc(CN5CCC(C(F)(F)F)CC5)c4)CC2)cc1,1
hERG067,CCOC(C(C(c1c(Cl)cccc1)C(C(OC)=O)=C(C)N2)=C2COCCN)=O,1
hERG068,COc1c(C(NC2C(CN3CC2)CCC3)=O)cc(Cl)c(N)c1,1
hERG069,Clc1cc(Cl)c(COC(c2c(Cl)cc(Cl)cc2)Cn3cncc3)cc1,1
hERG070,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1,1
hERG071,FC1C(c2c(c3[nH]c2c4ccccc4)cccc3Cl)CNCC1,1
hERG072,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)OC(C)=O,1
hERG073,CC(C(N1C(c2ccccc2)C=C(c3c(F)ccc(F)c3)C1)=O)(CN)C,1
hERG074,CCC(c1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2)O,1
hERG075,Cc1[nH]c2c(c(c3N(C(c4ccc(NC(c5c(c6ccccc6)cccc5)=O)cc4)=O)CC2)cccc3)n1,1
hERG076,CCOC(N1CCC(=C2c(c3CCc(c24)cc(Cl)cc4)nccc3)CC1)=O,1
hERG077,NCCC(c1ccccc1)Oc2ccc(C(F)(F)F)cc2,1
hERG078,CN1C2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)ccc3,1
hERG079,CC(C(C(N1C(c2ccccc2)C=C(c3c(F)ccc(F)c3)C1)=O)N)C,1
hERG080,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)OC(C)=O,1
hERG081,CC(N(C(C)C)CCC(c1c(O)ccc(C)c1)c2ccccc2)C,1
hERG082,COc1ccc(CN(c2ncccc2)CCN(C)C)cc1,1
hERG083,CCN(CCCC(Nc1c(c2ncc1)ccc(Cl)c2)C)CC,1
hERG084,Brc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1
hERG085,C(N1CC(C2(CCCC2)C3C1)CN(CC4CC4)C3)C5CC5,1
hERG086,FC1C(c2c(c3[nH]c2C(CC=CN4)=C4)ccc(F)c3)CNCC1,1
hERG087,COc1c(OC)c(c2cc1)C(Cc3ccccc3)N4C(c(c5CC4)cc(OC)c(OC)c5)C2,1
hERG088,OC(c1c(c2nc(C(F)(F)F)c1)cccc2C(F)(F)F)C3NCCCC3,1
hERG089,COc1c(OC)cc(c2c1)C(Cc3ccc(Oc4c(O)ccc(CC5c(c6CCN5C)cc(OC)c(OC)c6)c4)cc3)N(C)CC2,1
hERG090,CC(CN1CC(CNC(C(C(N2C(N)=C3Cl)NC(C)=C2)=C3)=O)CCC1)C,1
hERG091,OC(c1ccc(F)cc1)CCCN2CCC(c3ccc(Cl)cc3)(O)CC2,1
hERG092,CC(C(Cc1ccc(Cl)cc1)(O)C)CN(C)C,1
hERG093,Clc1cc(N2CCN(CCCN3C(=O)N(C4=N3)C=CC=C4)CC2)ccc1,1
hERG094,CN1C2c(c3CC1)c(c(c4C2)c(O)c(O)cc4)ccc3,1
hERG095,FC1C(c2c(c3[nH]c2c4ccccc4)cccc3F)CNCC1,1
hERG096,Clc1c(C(n2cncc2)(c3ccccc3)c4ccccc4)cccc1,1
hERG097,CNCCCC(c(c12)cccc1)(c(c34)cccc3)CCC24,1
hERG098,O=C1N(c2ccncc2)CCC1NCc3n(Cc4ccc(C#N)cc4)cnc3,1
hERG099,Cc1c(CN2C(=O)c3c(n(C)c(c34)cccc4)CC2)[nH]cn1,1
hERG100,Cc1c(NC(CN2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)=O)c(C)ccc1,1
hERG101,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCc4ccc(Cl)cc4)CC3)C2)CC,1
hERG102,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCC4CCCCC4)CC3)C2)CC,1
hERG103,CN(CCCN1c(c2CCc(c13)cccc3)cccc2)C,1
hERG104,NC(C(N1C(c2ccccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CC4,1
hERG105,CCc1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2,1
hERG106,CN1CCN(CCCN2c(c3Sc(c24)cccc4)cc(C(F)(F)F)cc3)CC1,1
hERG107,FC(Oc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O)F,1
hERG108,Clc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1
hERG109,Nc1ccc(C(N2CC3CC(CN(Cc4ccccc4)C3)C2)=O)cc1,1
hERG110,CCC(OC(c1ccccc1)(C(CNC)C)Cc2ccccc2)=O,1
hERG111,Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC([N+](C4=O)=C5C(=N4)C=CC=C5)CC3)cc1,1
hERG112,CN(C1CCC2)C2CC(NC(c3c(c4n(C)n3)cccc4)=O)C1,1
hERG113,COCCCCC(c1ccc(C(F)(F)F)cc1)=NOCCN,1
hERG114,FC(COc1cc(C(NCC2NCCCC2)=O)c(OCC(F)(F)F)cc1)(F)F,1
hERG115,O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC4(CCCC4)C1,1
hERG116,CN(CCCC1(c2ccc(F)cc2)c(c3CO1)ccc(C#N)c3)C,1
hERG117,Fc1ccc(CCN2CC(=O)N(C3Cc(c4CC3)ccc(Cn5cncc5)c4)CC2)cc1,1
hERG118,Fc1cc(c2cc1)C(=O)C=C(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)O2,1
hERG119,Clc1cc(c2cc1)N=C(N3CCNCC3)c(c4N2)cccc4,1
hERG120,FC1C(c2c(c3[nH]c2c4ccccc4)ccc(F)c3)CNCC1,1
hERG121,COCCCN1CCC(NC(c2c(c3c(N)c(Cl)c2)OCC3)=O)CC1,1
hERG122,C1C(N(c2ccccc2)C3C1)CC(c4c(c5[nH]c4c6ccccc6)cccc5)C3,1
hERG123,CN1CCC(CC(Nc2nc(c3ccc(C)o3)nc(n4c(C)ccn4)c2)=O)CC1,1
hERG124,CC(C(Cl)(Cl)Cl)(O)C,1
hERG125,Clc1cc(c2cc1)CCc(c3C2=C4CCNCC4)cccn3,1
hERG126,COc1c(N2CC(O)CC2)ccc(N3C(=O)c(c4N=C3)sc(c5ccc(Cl)cc5)c4)c1,1
hERG127,CC(c1c(c2n(c3ccc(F)cc3)c1)cc(Cl)cc2)O,1
hERG128,CN1C(=O)c(c2N(C)C1=O)n(C)cn2,1
hERG129,C1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CNC1,1
hERG130,O=C(C(Oc(c1C2=O)cc(C#N)cc1)=C2)NC3CCN(Cc4cc(c5cc4)OCO5)CC3,1
hERG131,Clc1cc(c2cc1)C(N3CCNCC3)=Nc(c4O2)cccc4,1
hERG132,COc1cc(c2cc1)C3(C4C(N(C)CC3)C2)CCCC4,1
hERG133,COC1C(NC(c2c(OC)cc(N)c(Cl)c2)=O)CCN(CCCOc3ccc(F)cc3)C1,1
hERG134,COCCOCC#Cc1scc(c2c(c3[nH]n2)C(=O)c(c34)cc(CN5CCN(C)CC5)cc4)c1,1
hERG135,COc1ccc(CN2CCC(NC(C(Oc(c3C4=O)cc(F)cc3)=C4)=O)CC2)cc1,1
hERG136,CCN(CCNC(c1c(OC)cc(N)c(Cl)c1)=O)CC,1
hERG137,FC1C(c2c(c3[nH]c2C4CCCCCC4)ccc(F)c3)CNCC1,1
hERG138,CN(CCC=C1c(c2CCc(c13)cccc3)cccc2)C,1
hERG139,CCCCNCC(c1c(c2cc(Cl)c1)c(c3C2=Cc4ccc(Cl)cc4)ccc(Cl)c3)O,1
hERG140,NC(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CC4,1
hERG141,Fc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OC(F)(F)O5)CC3)=O)=CC2=O,1
hERG142,C1NCCC(c2c(c3[nH]c2c4ccccc4)cccc3)C1,1
hERG143,OCCOCCN1CCN(C(c(c2Sc(c34)cccc3)cccc2)=N4)CC1,1
hERG144,OC1(c2ccc(Cl)cc2)CCN(CCCC(c3ccc(F)cc3)=O)CC1,1
hERG145,Clc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)ccc1,1
hERG146,O=C(C(C1)=C2C(=N1)C=CC=C2)OC3CC(N4C5C3)CC(C(=O)C4)C5,1
hERG147,Oc1cc(c2c(O)c1)OC(c3cc(O)c(O)c(O)c3)C(OC(c4cc(O)c(O)c(O)c4)=O)C2,1
hERG148,Brc1cc(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cnc1,1
hERG149,Clc1c(Cl)cc(c2c1)C(=O)C=C(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)O2,1
hERG150,CNCCC(c1ccccc1)Oc2c(C)cccc2,1
hERG151,CN(CCC=C1c(c2OCc(c13)cccc3)cccc2)C,1
hERG152,CN(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)C4CCNCC4,1
hERG153,CCS(CNC1c(c2OC(C)(C)C1O)cc(CN)cc2)(=O)=O,1
hERG154,COc1c(OC)cc(CCN(CCCNC(C(=O)NN=C2)=C2Cl)C)cc1,1
hERG155,CCN=C(c1cc(OC)c(OC)cc1)N2c(c3CCC2)ccc(C(C(C)SC(=O)N4)=N4)c3,1
hERG156,O=C(C(Oc(c1C2=O)cccc1)=C2)NC3CCN(Cc4cc(c5cc4)OCO5)CC3,1
hERG157,CN1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCCC1,1
hERG158,FC1C(c2c(c3[nH]c2c4ccccc4)cc(F)cc3)CNCC1,1
hERG159,FC1C(c2c(c3[nH]c2c4ccccc4)cc(Cl)cc3)CNCC1,1
hERG160,COC(C1C(N(C)C2CC1OC(c3ccccc3)=O)CC2)=O,1
hERG161,O=C1N(Cc2ccccc2)CCC1NCc3n(Cc4ccc(C#N)cc4)cnc3,1
hERG162,CC(N(C(C)C)CCC(c1ncccc1)(c2ccccc2)C(N)=O)C,1
hERG163,COC1C(NC(c2c(OC)cc(N)c(Cl)c2)=O)CCN(CCCOc3ccc(F)cc3)C1,1
hERG164,COc1c(OC)cc(Cc2c(c3ccn2)cc(OC)c(OC)c3)cc1,1
hERG165,CCc1cc(c2cc1)OC(C(NC3CCN(Cc4cc(c5cc4)OCO5)CC3)=O)=CC2=O,1
hERG166,COc1ccc(CC2c(c3CCN2C)cc(Oc4c(O)ccc(CC5c(c6CCN5C)cc(OC)c(OC)c6)c4)c(OC)c3)cc1,1
hERG167,COC1(C(C(C(C)(C)C)(O)C)C2)CCC2(C3(c(c4c(O)cc5)c5C6)C1O4)C6N(CC7CC7)CC3,1
hERG168,CCCCc1n(Cc2ccc(c3c(c4n[nH]nn4)cccc3)cc2)c(CO)c(Cl)n1,1
hERG169,CCOc1c(C(NCC2OCCN(Cc3ccc(F)cc3)C2)=O)cc(Cl)c(N)c1,1
hERG170,CC(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)(C)C,1
hERG171,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)O)(C)C,1
hERG172,C(C1NCCCC1)C(C2CCCCC2)C3CCCCC3,1
hERG173,CSc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1
hERG174,OC(c1ccc(Cl)cc1)CN2CCC(Cc3ccc(F)cc3)CC2,1
hERG175,CNC1c(c2C(c3cc(Cl)c(Cl)cc3)CC1)cccc2,1
hERG176,CCN(Cc1cc(c2cc1)CCC(N3C(=O)CN(CCc4ccc(F)cc4)CC3)C2)CC,1
hERG177,CCCCN(CC(c1c(c2cc(Cl)c1)c(c3C2=Cc4ccc(Cl)cc4)ccc(Cl)c3)O)CCCC,1
hERG178,O=C1N(c2c(c3ccc2)cccn3)CCC1NCc4n(Cc5ccc(C#N)cc5)cnc4,1
hERG179,COC(c1c(C2C(F)CCNC2)c(c3[nH]1)ccc(F)c3)=O,1
hERG180,CC(C(C(N1C(c2cc(O)ccc2)C=C(c3c(F)ccc(F)c3)C1)=O)N)C,1
hERG181,COc1c(F)cc(CN2CCC(NC(C(Oc(c3C4=O)cc(F)cc3)=C4)=O)CC2)cc1,1
hERG182,FC(CN1c(c2C(c3ccccc3)=NC(NC(Cc4c(C(F)(F)F)cc(C(F)(F)F)cc4)=O)C1=O)cccc2)(F)F,1
hERG183,CS(Nc1cc(c2cc1)C(O)CC3(CCN(C4Cc(c5CC4)ccc(C#N)c5)CC3)O2)(=O)=O,1
hERG184,CC(NC(C(COc1c(c2c(C)cc1)CCC2)O)C)C,1
hERG185,CN1CC(c2c(c3[nH]c2c4ccccc4)cccc3)CCC1,1
hERG186,CCC(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)=O,1
hERG187,Cc1ccc(c2n(c3ccc(S(N)(=O)=O)cc3)nc(C(F)(F)F)c2)cc1,1
hERG188,NC(N)=Nc1scc(CSCCC(N)=NS(N)(=O)=O)n1,1
hERG189,CN(S(C)(=O)=O)C1c(c2OC(C)(C)C1O)cc(OCCCC(F)(F)F)cc2,1
hERG190,CC(C(O)=O)(CN1CCC(=C2c(c3OCc(c24)cc(F)cc4)cccc3)CC1)C,1
hERG191,CC(CN1c(c2C(=O)N(C)C1=O)nc[nH]2)C,1
hERG192,Fc1ccc(N2c(c3C(C4CCN(CCN5C(=O)NCC5)CC4)C2)cccc3)cc1,1
hERG193,CC(COc1c(C)cccc1C)N,1
hERG194,CN(C(Cc1ccc(CNS(C)(=O)=O)cc1)=O)C(c2ccccc2)CN3CC(O)CC3,1
hERG195,CCCOC(c1ccccc1)(c2ccccc2)C(OC3CCN(C)CC3)=O,1
hERG196,CC(NCC(COc1c(c2ccc1)cccc2)O)C,1
hERG197,Cc1c(C(N2C(=O)C(NCc3n(Cc4ccc(C#N)cc4)cnc3)CC2)=O)cccn1,1
hERG198,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccccc5)C3)C4)CC1,1
hERG199,CN1CCN(CCCN(C(Nc2cc(Cl)c(F)cc2)=O)C3C(C4C(c5ccc(F)cc5)C3)C4)CC1,1
hERG200,COc1cc(C2C(C3C(N(C(Nc4cc(Cl)c(F)cc4)=O)CCCN5CCN(C)CC5)C2)C3)ccc1,1
hERG201,CN(C(c1ccc(C(Nc2c(C(Nc3ncc(Cl)cc3)=O)cc(Sc4ccccc4)cc2)=O)cc1)=N)C,1
hERG202,CN(C1CCN(C(c2ccc(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc2)=N)CC1)C,1
hERG203,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)COC5)c(c6n1)cccc6,1
hERG204,CN(C(c1cc(N2CCCCC2)c(C(Nc3c(C(Nc4ncc(Cl)cc4)=O)cc(Cl)cc3)=O)cc1)=N)C,1
hERG205,COc1cc(C(Nc2ncc(Cl)cc2)=O)c(NC(c3c(N4CCCCC4)cc(C(N(C)C)=N)cc3)=O)cc1,1
hERG206,CN1C(c2ccc(C(N3C(CC(N4CCOCC4)=O)CN(S(c5sc(c6c5)cc(Cl)cc6)(=O)=O)CC3)=O)cc2)=NCC1,1
hERG207,CCOC(C1N(Cc2ccc(C(N(C)C)=N)cc2)C(=O)CN(S(c3[nH]c(c4c3)ccc(Cl)c4)(=O)=O)C1)=O,1
hERG208,Cc1nn(c2c(C#N)cc(c3c2)cccc3)c(C(Nc4ccc(C(N5CCCC5)=N)cc4)=O)c1,1
hERG209,CC(c1cc(C(N)=N)ccc1)=C(C(Nc2ccc(c3c(S(N)(=O)=O)cccc3)cc2)=O)F,1
hERG210,Cc1n(C2CC(N(CCC(c3ccccc3)NC(C4CCC4)=O)C5C2)CC5)c(c6n1)cccc6,1
hERG211,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(n4nc(Cc5ccccc5)nc4)CC3,1
hERG212,O=C(C1CCC1)NC(c2ccccc2)CCN3CCC(N4N=C(Cc5ccccc5)OC4)CC3,1
hERG213,Fc1ccc(Cn2c(c3nc2NC4CCNCC4)cccc3)cc1,1
hERG214,FC(c1cc(c2nc(C3CCC(CNS(c4ccccc4)(=O)=O)CC3)[nH]c2)ccc1)(F)F,1
hERG215,CN(S(c1ccccc1)(=O)=O)CC2CCC(c3[nH]cc(c4cc(C(F)(F)F)ccc4)n3)CC2,1
hERG216,OCCNC(C1CCC(c2[nH]cc(c3cc(C(F)(F)F)ccc3)n2)CC1)=O,1
hERG217,CC(NC(C1CCC(c2[nH]cc(c3cc(Br)ccc3)n2)CC1)=O)=O,1
hERG218,Fc1ccc(C(c2ccc(F)cc2)N3CCN(CC=Cc4ccccc4)CC3)cc1,1
hERG219,Clc1ccc(C(n2c[n+](CC(c3c(Cl)cc(Cl)cc3)OCc4c(Cl)cc(Cl)cc4)cc2)c5ccc(Cl)cc5)cc1,1
hERG220,Fc1ccc(C(CCCN2CC=C([N+](C3=O)=C4C(=N3)C=CC=C4)CC2)=O)cc1,1
hERG221,CCOC(C(n1c(C(N2CCC3)C34CC)c(c(c15)cccc5)CC2)=C4)=O,1
hERG222,COC(c1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1
hERG223,COc1c(Cl)cc(CNc2c(c3c(N4CCC5(CC(O)C5)CC4)nn2)cc(C#N)cc3)cc1,1
hERG224,CN1CCN(CCCN(C(Nc2cc(C(F)(F)F)c(F)cc2)=O)C3C(C4C(c5ccc(C#N)cc5)C3)C4)CC1,1
hERG225,Fc1ccc(C(c2ccc(F)cc2)CCCN3CCC4(C(=O)NCN4c5ccccc5)CC3)cc1,1
hERG226,CCCCNCCC(c1c(c2c(c3c1)cc(Cl)cc3Cl)ccc(C(F)(F)F)c2)O,1
hERG227,NC(C(c1ccccc1)(c2ccccc2)C3CN(CCc4cc(c5cc4)CCO5)CC3)=O,1
hERG228,C1C(c2c(c3[nH]c2c4ccccc4)cccc3)CCN(c5ccccc5)C1,1
hERG229,Clc1cc2c(n(c3ccccc3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1
hERG230,CC(OC(N1CC(OC2CC1)CN(CC(COc3ccc(C#N)cc3)O)C2)=O)(C)C,1
hERG231,CSc1cc(c2cc1)N(CCC3N(C)CCCC3)c(c4S2)cccc4,1
hERG232,CC(N1CCC(Cc2ccccc2)CC1)C(c3ccc(O)cc3)O,1
hERG233,Fc1ccc(C(CCCN2CCC(N3c(c4NC3=O)cccc4)CC2)=O)cc1,1
hERG234,CCC(c1ccccc1)=C(c2ccc(OCCN(C)C)cc2)c3ccccc3,1
hERG235,Fc1ccc(C(C2CCN(CCN3C(=O)c(c4NC3=O)cccc4)CC2)=O)cc1,1
hERG236,FC1C(c2c(c3[nH]c2c4c(c5ccc4)cccc5)ccc(F)c3)CNCC1,1
hERG237,Cc1ncn(c2cc(C(F)(F)F)cc(NC(c3cc(Nc4nc(c5cnccc5)ccn4)c(C)cc3)=O)c2)c1,1
hERG238,CCCN1C2C(c(c(c3N=C4)C4C2)ccc3)CC(CSC)C1,1
hERG239,Clc1c(CCN2CCN(c3c(c4sn3)cccc4)CC2)cc(c5c1)CC(=O)N5,1
hERG240,COC(Cc1ccc(n2c(c3c(C4CCN(CCN5C(=O)NCC5)CC4)c2)ccc(Cl)c3)cc1)=O,1
hERG241,Clc1cc2c(n(C3CCCCC3)cc2C4CCN(CCN5C(=O)NCC5)CC4)cc1,1
hERG242,Fc1ccc(n2c(c3c(C4CCN(CCN5C(=S)NCC5)CC4)c2)cccc3)cc1,1
hERG243,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5C(O)CCC4)=N5,1
hERG244,O=C1N(c2ccccc2)CCC1NCCc3n(Cc4ccc(C#N)cc4)cnc3,1
hERG245,ClC(C=CC(C1=N2)=[N+](C3CCN(CCC[N+](C4=O)=C5C(=N4)C=CC=C5)CC3)C2=O)=C1,1
hERG246,CC(C(CCN1CCC(c2c(c3on2)ccc(F)c3)CC1)C(=O)[N+]4=C5CCCC4)=N5,1
hERG247,CCN(CCOc1ccc(C(c2ccccc2)=C(c3ccccc3)Cl)cc1)CC,1
hERG248,CN1CCN(C(c(c2Nc(c34)cccc3)cc(C)s2)=N4)CC1,1
